image_url,story_url
https://static01.nyt.com/images/2013/09/04/business/dbpix-paul-sagan/dbpix-paul-sagan-articleInline.jpg,https://dealbook.nytimes.com/2013/09/03/datto-a-data-backup-service-raises-25-million-in-round-led-by-general-catalyst/
https://i.ytimg.com/vi/Vvv5wkQb4lc/maxresdefault.jpg,https://www.youtube.com/watch?v=Vvv5wkQb4lc
https://www.internethistorypodcast.com/wp-content/uploads/2014/08/oliver-knowlton.jpg,https://www.internethistorypodcast.com/2016/02/pathfinder-executive-paul-sagan/
https://www.internethistorypodcast.com/wp-content/uploads/2014/12/danny-lewin.jpg,https://www.internethistorypodcast.com/2014/12/the-brief-remarkable-life-of-danny-lewin-co-founder-of-akamai-technologies/
