image_url,story_url
https://allthingsd.com/files/2011/10/frank_slootman-feature-380x285.png,https://allthingsd.com/20111017/former-data-domain-ceo-frank-slootman-gets-his-old-band-back-together/
http://farm6.static.flickr.com/5270/5734301412_837537a693.jpg,https://redmonk.com/cote/2011/05/23/know11-trip-notes/
https://thisiswhatgoodlookslike.com/wp-content/uploads/2011/10/cots1.jpg,https://thisiswhatgoodlookslike.com/tag/servicenow/
https://bambooinnovator.com/wp-content/uploads/2013/06/pastor-davidcho.jpg?w=584,https://bambooinnovator.com/2013/06/10/korean-prosecutors-will-chase-the-leader-of-worlds-largest-christian-congregation-for-allegedly-stealing-tens-of-billions-of-won-in-worshippers-money-and-underpaying-taxes/
