image_url,story_url
https://thetechpanda.com/wp-content/uploads/2013/06/Jayshree-Ullal.jpg,https://thetechpanda.com/meet-jayshree-ullal-silicon-valleys-most-influential-woman/10294/
https://i.ytimg.com/vi/0cj-uQ-xgX8/maxresdefault.jpg,https://www.youtube.com/watch?v=0cj-uQ-xgX8
https://i.ytimg.com/vi/C0Vyp6x2Rik/sddefault.jpg,https://www.youtube.com/watch?v=C0Vyp6x2Rik
https://eu-images.contentstack.com/v3/assets/blt8eb3cdfc1fce5194/blt9d83be0179d34314/662123363205e9bb7ab8abef/Intel-Arista-Networks.jpg,https://www.datacenterknowledge.com/networking/arista-ceo-on-cisco-s-lawsuit-it-s-not-the-cisco-i-knew-
