Company,Ticker,Year,CEO
"Citrix Systems, Inc.",CTXS,2016,Kirill Tatarinov
"Citrix Systems, Inc.",CTXS,2017,David J. Henshall
"Citrix Systems, Inc.",CTXS,2018,David J. Henshall
"Citrix Systems, Inc.",CTXS,2019,David J. Henshall
"Juniper Networks, Inc.",JNPR,2010,Kevin Johnson
"Juniper Networks, Inc.",JNPR,2011,Kevin Johnson
"Juniper Networks, Inc.",JNPR,2012,Kevin Johnson
"Juniper Networks, Inc.",JNPR,2013,Shaygan Kheradpir
"Juniper Networks, Inc.",JNPR,2014,Rami Rahim
"Juniper Networks, Inc.",JNPR,2015,Rami Rahim
"Juniper Networks, Inc.",JNPR,2016,Rami Rahim
"Juniper Networks, Inc.",JNPR,2017,Rami Rahim
"Juniper Networks, Inc.",JNPR,2018,Rami Rahim
"Juniper Networks, Inc.",JNPR,2019,Rami Rahim
"CommScope Holding Company, Inc.",COMM,2010,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2011,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2012,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2013,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2014,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2015,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2016,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2017,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2018,Eddie Edwards
"CommScope Holding Company, Inc.",COMM,2019,Eddie Edwards
Ciena Corporation,CIEN,2010,Gary Smith
Ciena Corporation,CIEN,2011,Gary Smith
Ciena Corporation,CIEN,2012,Gary Smith
Ciena Corporation,CIEN,2013,Gary Smith
Ciena Corporation,CIEN,2014,Gary Smith
Ciena Corporation,CIEN,2015,Gary Smith
Ciena Corporation,CIEN,2016,Gary Smith
Ciena Corporation,CIEN,2017,Gary Smith
Ciena Corporation,CIEN,2018,Gary Smith
Ciena Corporation,CIEN,2019,Gary Smith
"Aruba Networks, Inc.",ARUN,2010,Dominic Orr
"Aruba Networks, Inc.",ARUN,2011,Dominic Orr
"Aruba Networks, Inc.",ARUN,2012,Dominic Orr
"Aruba Networks, Inc.",ARUN,2013,Dominic Orr
"Aruba Networks, Inc.",ARUN,2014,Dominic Orr
"Aruba Networks, Inc.",ARUN,2015,Dominic Orr
"Aruba Networks, Inc.",ARUN,2016,Part of HPE
"Aruba Networks, Inc.",ARUN,2017,Part of HPE
"Aruba Networks, Inc.",ARUN,2018,Part of HPE
"Aruba Networks, Inc.",ARUN,2019,Part of HPE
"Palo Alto Networks, Inc.",PANW,2010,Lane Bess
"Palo Alto Networks, Inc.",PANW,2011,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2012,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2013,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2014,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2015,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2016,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2017,Mark McLaughlin
"Palo Alto Networks, Inc.",PANW,2018,Nikesh Arora
"Palo Alto Networks, Inc.",PANW,2019,Nikesh Arora
Check Point Software Technologies Ltd.,CHKP,2010,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2011,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2012,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2013,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2014,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2015,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2016,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2017,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2018,Gil Shwed
Check Point Software Technologies Ltd.,CHKP,2019,Gil Shwed
"VMware, Inc.",VMW,2010,Paul Maritz
"VMware, Inc.",VMW,2011,Paul Maritz
"VMware, Inc.",VMW,2012,Pat Gelsinger
"VMware, Inc.",VMW,2013,Pat Gelsinger
"VMware, Inc.",VMW,2014,Pat Gelsinger
"VMware, Inc.",VMW,2015,Pat Gelsinger
"VMware, Inc.",VMW,2016,Pat Gelsinger
"VMware, Inc.",VMW,2017,Pat Gelsinger
"VMware, Inc.",VMW,2018,Pat Gelsinger
"VMware, Inc.",VMW,2019,Pat Gelsinger
