CEO,Year,Ticker,Company,mean_daily_return,final_year_cum_ret_daily,final_tenure_cum_ret_daily,year_cum_ret_overall,tenure_cum_ret_overall
David J. Aldrich,2015,SWKS,"Skyworks Solutions, Inc.",0.0005498670677047555,1.0664206774432319,5.268380911905939,1.0664206774432319,6.697394865126052
David J. Aldrich,2016,SWKS,"Skyworks Solutions, Inc.",0.00025057128355137297,0.9878540559003697,5.2043914518543675,0.9878540559003697,6.697394865126052
David J. Aldrich,2017,SWKS,"Skyworks Solutions, Inc.",0.0011453986820788831,1.2868737732515692,6.697394865126052,1.2868737732515692,6.697394865126052
David Mosley,2018,STX,Seagate Technology Holdings PLC,0.00015057108851369258,0.9709964646212271,0.9709964646212271,0.9709964646212271,1.56882483010194
David Mosley,2019,STX,Seagate Technology Holdings PLC,0.002104891569486587,1.615685419322217,1.56882483010194,1.615685419322217,1.56882483010194
Dion Weisler,2015,HPQ,HP Inc.,-0.0013706933578461402,0.6671850834372265,0.6671850834372265,0.6671850834372265,1.2624813162581106
Dion Weisler,2016,HPQ,HP Inc.,0.0012429083808491368,1.301528887293181,0.8683606592646631,1.301528887293181,1.2624813162581106
Dion Weisler,2017,HPQ,HP Inc.,0.0015812762048995586,1.4569165289516537,1.2651289975740434,1.4569165289516537,1.2624813162581106
Dion Weisler,2018,HPQ,HP Inc.,0.000143898766570769,0.9979071847052674,1.2624813162581106,0.9979071847052674,1.2624813162581106
Dirk Meyer,2010,AMD,"Advanced Micro Devices, Inc.",-0.0002742386844604526,0.843299017115701,0.843299017115701,0.843299017115701,0.843299017115701
Eddie Edwards,2010,COMM,"CommScope Holding Company, Inc.",,,,1.0,0.9239493390890515
Eddie Edwards,2011,COMM,"CommScope Holding Company, Inc.",,,,1.0,0.9239493390890515
Eddie Edwards,2012,COMM,"CommScope Holding Company, Inc.",,,,1.0,0.9239493390890515
Eddie Edwards,2013,COMM,"CommScope Holding Company, Inc.",0.005338941214565813,1.2628419342373163,1.2628419342373163,1.2628419342373163,0.9239493390890515
Eddie Edwards,2014,COMM,"CommScope Holding Company, Inc.",0.0010041353508529424,1.2060221635318182,1.523015361727591,1.2060221635318182,0.9239493390890515
Eddie Edwards,2015,COMM,"CommScope Holding Company, Inc.",0.0007466594814956591,1.134034142626737,1.7271514199440947,1.134034142626737,0.9239493390890515
Eddie Edwards,2016,COMM,"CommScope Holding Company, Inc.",0.001669323629757283,1.4368482672816563,2.4816545250797226,1.4368482672816563,0.9239493390890515
Eddie Edwards,2017,COMM,"CommScope Holding Company, Inc.",0.00023257221635157715,1.0169355122364092,2.5236826156557517,1.0169355122364092,0.9239493390890515
Eddie Edwards,2018,COMM,"CommScope Holding Company, Inc.",-0.002920044079180204,0.4332539940876737,1.0933955730424796,0.4332539940876737,0.9239493390890515
Eddie Edwards,2019,COMM,"CommScope Holding Company, Inc.",-0.00012015072979127448,0.8450275105084536,0.9239493390890515,0.8450275105084536,0.9239493390890515
Enrique Lores,2019,HPQ,HP Inc.,0.00034495688046933985,1.0356948725777955,1.0356948725777955,1.0356948725777955,1.0356948725777955
Francisco D’Souza,2010,CTSH,Cognizant Technology Solutions Corporation,0.001965987562946478,1.5660260628336458,1.5660260628336458,1.5660260628336458,2.7595101061815117
Francisco D’Souza,2011,CTSH,Cognizant Technology Solutions Corporation,-0.00022514430467572102,0.8774729234077568,1.3741454674873759,0.8774729234077568,2.7595101061815117
Francisco D’Souza,2012,CTSH,Cognizant Technology Solutions Corporation,0.0007756172892429452,1.1488101446964594,1.5786322533381585,1.1488101446964594,2.7595101061815117
Francisco D’Souza,2013,CTSH,Cognizant Technology Solutions Corporation,0.001357680096598115,1.3668117057045104,2.1576930428652816,1.3668117057045104,2.7595101061815117
Francisco D’Souza,2014,CTSH,Cognizant Technology Solutions Corporation,0.0003102693524347645,1.0429787781635462,2.250428053499613,1.0429787781635462,2.7595101061815117
Francisco D’Souza,2015,CTSH,Cognizant Technology Solutions Corporation,0.0006527864301616863,1.1397646550108975,2.5649583540238274,1.1397646550108975,2.7595101061815117
Francisco D’Souza,2016,CTSH,Cognizant Technology Solutions Corporation,-8.365487229550614e-05,0.9335219399463599,2.3944448985299465,0.9335219399463599,2.7595101061815117
Francisco D’Souza,2017,CTSH,Cognizant Technology Solutions Corporation,0.0010213605425186771,1.27574219974822,3.054694402026492,1.27574219974822,2.7595101061815117
Francisco D’Souza,2018,CTSH,Cognizant Technology Solutions Corporation,-0.00029861764206136614,0.903366996171809,2.7595101061815117,0.903366996171809,2.7595101061815117
Frank Slootman,2012,NOW,"ServiceNow, Inc.",0.0021672737856841024,1.2207317162997282,1.2207317162997282,1.2207317162997282,3.021951023784874
Frank Slootman,2013,NOW,"ServiceNow, Inc.",0.0028448018371155493,1.8651347665949667,2.276829164755766,1.8651347665949667,3.021951023784874
Frank Slootman,2014,NOW,"ServiceNow, Inc.",0.0011606980871749042,1.2113908321264117,2.7581299765031684,1.2113908321264117,3.021951023784874
Frank Slootman,2015,NOW,"ServiceNow, Inc.",0.00116832359046375,1.2757553353757096,3.5186990331836037,1.2757553353757096,3.021951023784874
Frank Slootman,2016,NOW,"ServiceNow, Inc.",-0.00022173519122411174,0.8588262296052964,3.021951023784874,0.8588262296052964,3.021951023784874
François Locoh-Donou,2017,FFIV,"F5, Inc.",-0.00029163746611454955,0.9067164186972891,0.9067164186972891,0.9067164186972891,0.9624792158045299
François Locoh-Donou,2018,FFIV,"F5, Inc.",0.0009757832932665942,1.2347965041302937,1.1196102640449503,1.2347965041302937,0.9624792158045299
François Locoh-Donou,2019,FFIV,"F5, Inc.",-0.0004667310685723187,0.8596555843702842,0.9624792158045299,0.8596555843702842,0.9624792158045299
Fred Luddy,2010,NOW,"ServiceNow, Inc.",,,,1.0,1.0
Fred Luddy,2011,NOW,"ServiceNow, Inc.",,,,1.0,1.0
Gary E. Dickerson,2013,AMAT,"Applied Materials, Inc.",0.0019483329392716482,1.5855324133212823,1.5855324133212823,1.5855324133212823,6.036440444679994
Gary E. Dickerson,2014,AMAT,"Applied Materials, Inc.",0.0015685105379362693,1.4369551877734283,2.2783390267049435,1.4369551877734283,6.036440444679994
Gary E. Dickerson,2015,AMAT,"Applied Materials, Inc.",-0.0009195495770680095,0.7648358994538496,1.742555478750684,0.7648358994538496,6.036440444679994
Gary E. Dickerson,2016,AMAT,"Applied Materials, Inc.",0.002428361639333469,1.757024056049221,3.061711895165324,1.757024056049221,6.036440444679994
Gary E. Dickerson,2017,AMAT,"Applied Materials, Inc.",0.0020092410147290775,1.598613071456642,4.894492656645586,1.598613071456642,6.036440444679994
Gary E. Dickerson,2018,AMAT,"Applied Materials, Inc.",-0.0013932136090375983,0.6507799889909677,3.185237877208186,0.6507799889909677,6.036440444679994
Gary E. Dickerson,2019,AMAT,"Applied Materials, Inc.",0.002802625812745239,1.895130184113862,6.036440444679994,1.895130184113862,6.036440444679994
Gary Smith,2010,CIEN,Ciena Corporation,0.0030116676574075984,1.9101631908037415,1.9101631908037415,1.9101631908037415,3.8693282775327202
Gary Smith,2011,CIEN,Ciena Corporation,-0.0012450746123727216,0.5748218916876024,1.098003618769834,0.5748218916876024,3.8693282775327202
Gary Smith,2012,CIEN,Ciena Corporation,0.0015765146454461737,1.2975206044876288,1.4246823191558389,1.2975206044876288,3.8693282775327202
Gary Smith,2013,CIEN,Ciena Corporation,0.0020751355718820145,1.5242038596111225,2.171506289577051,1.5242038596111225,3.8693282775327202
Gary Smith,2014,CIEN,Ciena Corporation,-0.00048750883752125937,0.8111157375628606,1.761342925692681,0.8111157375628606,3.8693282775327202
Gary Smith,2015,CIEN,Ciena Corporation,0.0005066272785637384,1.0659454248690357,1.877495433267556,1.0659454248690357,3.8693282775327202
Gary Smith,2016,CIEN,Ciena Corporation,0.0010405409605778561,1.1797969655549823,2.215063415012399,1.1797969655549823,3.8693282775327202
Gary Smith,2017,CIEN,Ciena Corporation,-0.00039945807378565526,0.8574354951253607,1.8992739959852316,0.8574354951253607,3.8693282775327202
Gary Smith,2018,CIEN,Ciena Corporation,0.002138253591732447,1.6201624153357723,3.0771323447198533,1.6201624153357723,3.8693282775327202
Gary Smith,2019,CIEN,Ciena Corporation,0.001265059214259402,1.2574461687266156,3.8693282775327202,1.2574461687266156,3.8693282775327202
Gene Hall,2010,IT,"Gartner, Inc.",0.002441698242053628,1.77540103788321,1.77540103788321,1.77540103788321,8.169518611743975
Gene Hall,2011,IT,"Gartner, Inc.",0.00039448751736935,1.0472891463477556,1.8593582373896245,1.0472891463477556,8.169518611743975
Gene Hall,2012,IT,"Gartner, Inc.",0.0012220265235640393,1.323554784351119,2.4609624909196994,1.323554784351119,8.169518611743975
Gene Hall,2013,IT,"Gartner, Inc.",0.0018148590351334908,1.5438940101047167,3.799465248823308,1.5438940101047167,8.169518611743975
Gene Hall,2014,IT,"Gartner, Inc.",0.0007701041290046323,1.1852216110832288,4.503208323465099,1.1852216110832288,8.169518611743975
Gene Hall,2015,IT,"Gartner, Inc.",0.0003709569076334753,1.0770692071526953,4.850267018597965,1.0770692071526953,8.169518611743975
Gene Hall,2016,IT,"Gartner, Inc.",0.0005241266293619902,1.1143329999503726,5.404812597394612,1.1143329999503726,8.169518611743975
Gene Hall,2017,IT,"Gartner, Inc.",0.0008652871229981645,1.218462470542437,6.585561310240324,1.218462470542437,8.169518611743975
Gene Hall,2018,IT,"Gartner, Inc.",0.0002635999192423851,1.038083595240769,6.836363161612789,1.038083595240769,8.169518611743975
Gene Hall,2019,IT,"Gartner, Inc.",0.0008620890369028685,1.1950094543860763,8.169518611743975,1.1950094543860763,8.169518611743975
George Kurian,2016,NTAP,"NetApp, Inc.",0.0014619375502537223,1.3655987724964875,1.3655987724964875,1.3655987724964875,2.5436422504750573
George Kurian,2017,NTAP,"NetApp, Inc.",0.002000520540980377,1.5994455248848163,2.1842008454577018,1.5994455248848163,2.5436422504750573
George Kurian,2018,NTAP,"NetApp, Inc.",0.0006138128416750362,1.0966869579929464,2.39538458085063,1.0966869579929464,2.5436422504750573
George Kurian,2019,NTAP,"NetApp, Inc.",0.0005007902958711416,1.0618930550065464,2.5436422504750573,1.0618930550065464,2.5436422504750573
Gil Shwed,2010,CHKP,Check Point Software Technologies Ltd.,0.0012961740190475652,1.3562004542296733,1.3562004542296733,1.3562004542296733,3.2741131136562944
Gil Shwed,2011,CHKP,Check Point Software Technologies Ltd.,0.000712661149364328,1.1357544924741376,1.5403107585868179,1.1357544924741376,3.2741131136562944
Gil Shwed,2012,CHKP,Check Point Software Technologies Ltd.,-0.00019327885393774835,0.9067376962220267,1.3966578287070148,0.9067376962220267,3.2741131136562944
Gil Shwed,2013,CHKP,Check Point Software Technologies Ltd.,0.0012871715892891057,1.3539042994617496,1.8909410391633346,1.3539042994617496,3.2741131136562944
Gil Shwed,2014,CHKP,Check Point Software Technologies Ltd.,0.0008469809093012315,1.2181395301523152,2.3034300289921497,1.2181395301523152,3.2741131136562944
Gil Shwed,2015,CHKP,Check Point Software Technologies Ltd.,0.00023531963330213442,1.0357642556892985,2.3858104895114325,1.0357642556892985,3.2741131136562944
Gil Shwed,2016,CHKP,Check Point Software Technologies Ltd.,0.00022384571814571515,1.0378471606660733,2.4761066424267786,1.0378471606660733,3.2741131136562944
Gil Shwed,2017,CHKP,Check Point Software Technologies Ltd.,0.0009148408487848974,1.226852993959264,3.0378188476237185,1.226852993959264,3.2741131136562944
Gil Shwed,2018,CHKP,Check Point Software Technologies Ltd.,4.8067710063080734e-05,0.9906388612720326,3.0093814039606803,0.9906388612720326,3.2741131136562944
Gil Shwed,2019,CHKP,Check Point Software Technologies Ltd.,0.00040958773876444745,1.0879688129085943,3.2741131136562944,1.0879688129085943,3.2741131136562944
Glen F. Post III,2010,LUMN,"Lumen Technologies, Inc.",0.0012860484043268991,1.3629266921311822,1.3629266921311822,1.3629266921311822,0.8333894027111505
Glen F. Post III,2011,LUMN,"Lumen Technologies, Inc.",-0.00044495197931940103,0.8675149130504495,1.1823592308183197,0.8675149130504495,0.8333894027111505
Glen F. Post III,2012,LUMN,"Lumen Technologies, Inc.",0.0005354002199313777,1.1311023870272388,1.337369348302292,1.1311023870272388,0.8333894027111505
Glen F. Post III,2013,LUMN,"Lumen Technologies, Inc.",-0.00037748876458066326,0.8679701019616122,1.1607966096062738,0.8679701019616122,0.8333894027111505
Glen F. Post III,2014,LUMN,"Lumen Technologies, Inc.",0.0011604820495469883,1.3166809621376565,1.5283987967825199,1.3166809621376565,0.8333894027111505
Glen F. Post III,2015,LUMN,"Lumen Technologies, Inc.",-0.0013904119925190015,0.681608526963989,1.041769652488467,0.681608526963989,0.8333894027111505
Glen F. Post III,2016,LUMN,"Lumen Technologies, Inc.",0.00030092914579858535,1.02211066695224,1.0648038743155914,1.02211066695224,0.8333894027111505
Glen F. Post III,2017,LUMN,"Lumen Technologies, Inc.",-0.0007414975771900385,0.7826693936916944,0.8333894027111505,0.7826693936916944,0.8333894027111505
Greg Brown,2010,MSI,"Motorola Solutions, Inc.",0.0007513133481573356,1.1380174226820936,1.1380174226820936,1.1380174226820936,5.911732685553047
Greg Brown,2011,MSI,"Motorola Solutions, Inc.",0.0011143040082429783,1.2753471393173417,1.4513672645109026,1.2753471393173417,5.911732685553047
Greg Brown,2012,MSI,"Motorola Solutions, Inc.",0.0009058271349974136,1.2259794960464032,1.7793465075233246,1.2259794960464032,5.911732685553047
Greg Brown,2013,MSI,"Motorola Solutions, Inc.",0.0009075990007599354,1.2355188125719843,2.198416084129326,1.2355188125719843,5.911732685553047
Greg Brown,2014,MSI,"Motorola Solutions, Inc.",0.00011111358895656031,1.0140846840253723,2.2293800800305865,1.0140846840253723,5.911732685553047
Greg Brown,2015,MSI,"Motorola Solutions, Inc.",0.00026457353856013994,1.0430265666887202,2.325302650718528,1.0430265666887202,5.911732685553047
Greg Brown,2016,MSI,"Motorola Solutions, Inc.",0.0009312215149018797,1.2390087362980255,2.881070298777212,1.2390087362980255,5.911732685553047
Greg Brown,2017,MSI,"Motorola Solutions, Inc.",0.0004879859947384463,1.1143961313575452,3.2106535951264528,1.1143961313575452,5.911732685553047
Greg Brown,2018,MSI,"Motorola Solutions, Inc.",0.0011253900920672095,1.2963862869643492,4.162247292914715,1.2963862869643492,5.911732685553047
Greg Brown,2019,MSI,"Motorola Solutions, Inc.",0.0015166858448229649,1.4203223089643033,5.911732685553047,1.4203223089643033,5.911732685553047
Guy Sella,2010,SEDG,"SolarEdge Technologies, Inc.",,,,1.0,1.6956520377024766
Guy Sella,2011,SEDG,"SolarEdge Technologies, Inc.",,,,1.0,1.6956520377024766
Guy Sella,2012,SEDG,"SolarEdge Technologies, Inc.",,,,1.0,1.6956520377024766
Guy Sella,2013,SEDG,"SolarEdge Technologies, Inc.",,,,1.0,1.6956520377024766
Guy Sella,2014,SEDG,"SolarEdge Technologies, Inc.",,,,1.0,1.6956520377024766
Guy Sella,2015,SEDG,"SolarEdge Technologies, Inc.",0.0028749803394468357,1.3608695187455488,1.3608695187455488,1.3608695187455488,1.6956520377024766
Guy Sella,2016,SEDG,"SolarEdge Technologies, Inc.",-0.0026705549334020613,0.440184578805355,0.5990337759180561,0.440184578805355,1.6956520377024766
Guy Sella,2017,SEDG,"SolarEdge Technologies, Inc.",0.004845088446592834,3.0282258380836304,1.8140095581198574,3.0282258380836304,1.6956520377024766
Guy Sella,2018,SEDG,"SolarEdge Technologies, Inc.",0.00036185387324491646,0.9347536401406518,1.6956520377024766,0.9347536401406518,1.6956520377024766
Hock Tan,2016,AVGO,Broadcom Inc.,0.0010174397279322657,1.2364559077283237,1.2364559077283237,1.2364559077283237,2.430350728276623
Hock Tan,2017,AVGO,Broadcom Inc.,0.0016817858273528166,1.4818608001967006,1.8322555408342343,1.4818608001967006,2.430350728276623
Hock Tan,2018,AVGO,Broadcom Inc.,0.00039368712920512494,1.036219836154758,1.8986195363168983,1.036219836154758,2.430350728276623
Hock Tan,2019,AVGO,Broadcom Inc.,0.0011585649210299612,1.2800620038868984,2.430350728276623,1.2800620038868984,2.430350728276623
Jack Prim,2010,JKHY,"Jack Henry & Associates, Inc.",0.000948746538632123,1.2410254099749551,1.2410254099749551,1.2410254099749551,4.1107750713287246
Jack Prim,2011,JKHY,"Jack Henry & Associates, Inc.",0.0008022990042098821,1.1689008967542436,1.4506357146145323,1.1689008967542436,4.1107750713287246
