image_url,story_url
https://upload.wikimedia.org/wikipedia/commons/0/0e/Scott_A._McGregor_2012.jpg,https://en.wikipedia.org/wiki/Scott_A._McGregor
https://static01.nyt.com/images/2014/09/27/technology/27bits/27bits-articleInline.jpg,https://archive.nytimes.com/bits.blogs.nytimes.com/2014/09/27/100-million-smart-things-a-conversation-with-broadcoms-scott-mcgregor/
https://static01.nyt.com/images/2014/09/27/technology/27bits/27bits-videoSixteenByNine600.jpg,https://archive.nytimes.com/bits.blogs.nytimes.com/2014/09/27/100-million-smart-things-a-conversation-with-broadcoms-scott-mcgregor/
https://i.ytimg.com/vi/3kSozkSDriI/sddefault.jpg,https://www.youtube.com/watch?v=3kSozkSDriI
